"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Deaths
	"Georgia"	"13"	"2019"	"2019"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	22
	"Georgia"	"13"	"2019"	"2019"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	17
	"Georgia"	"13"	"2020"	"2020"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	16
	"Georgia"	"13"	"2020"	"2020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	23
	"Georgia"	"13"	"2020"	"2020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	16
	"Illinois"	"17"	"2016"	"2016"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	19
	"Illinois"	"17"	"2016"	"2016"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	23
	"Illinois"	"17"	"2016"	"2016"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	17
	"Illinois"	"17"	"2016"	"2016"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	21
	"Illinois"	"17"	"2016"	"2016"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	28
	"Illinois"	"17"	"2016"	"2016"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	20
	"Illinois"	"17"	"2016"	"2016"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	31
	"Illinois"	"17"	"2016"	"2016"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	31
	"Illinois"	"17"	"2016"	"2016"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	34
	"Illinois"	"17"	"2016"	"2016"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	35
	"Illinois"	"17"	"2017"	"2017"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	24
	"Illinois"	"17"	"2017"	"2017"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	27
	"Illinois"	"17"	"2017"	"2017"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	21
	"Illinois"	"17"	"2017"	"2017"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	39
	"Illinois"	"17"	"2017"	"2017"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	29
	"Illinois"	"17"	"2017"	"2017"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	40
	"Illinois"	"17"	"2017"	"2017"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	25
	"Illinois"	"17"	"2017"	"2017"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	31
	"Illinois"	"17"	"2017"	"2017"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	36
	"Illinois"	"17"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	39
	"Illinois"	"17"	"2018"	"2018"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	26
	"Illinois"	"17"	"2018"	"2018"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	20
	"Illinois"	"17"	"2018"	"2018"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	29
	"Illinois"	"17"	"2018"	"2018"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	23
	"Illinois"	"17"	"2018"	"2018"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	33
	"Illinois"	"17"	"2018"	"2018"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	24
	"Illinois"	"17"	"2018"	"2018"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	31
	"Illinois"	"17"	"2018"	"2018"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	18
	"Illinois"	"17"	"2018"	"2018"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	33
	"Illinois"	"17"	"2018"	"2018"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	26
	"Illinois"	"17"	"2018"	"2018"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	36
	"Illinois"	"17"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	20
	"Illinois"	"17"	"2019"	"2019"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	22
	"Illinois"	"17"	"2019"	"2019"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	27
	"Illinois"	"17"	"2019"	"2019"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	25
	"Illinois"	"17"	"2019"	"2019"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	39
	"Illinois"	"17"	"2019"	"2019"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	20
	"Illinois"	"17"	"2019"	"2019"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	46
	"Illinois"	"17"	"2019"	"2019"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	18
	"Illinois"	"17"	"2019"	"2019"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	27
	"Illinois"	"17"	"2019"	"2019"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	35
	"Illinois"	"17"	"2019"	"2019"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	34
	"Illinois"	"17"	"2020"	"2020"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	28
	"Illinois"	"17"	"2020"	"2020"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	23
	"Illinois"	"17"	"2020"	"2020"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	44
	"Illinois"	"17"	"2020"	"2020"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	23
	"Illinois"	"17"	"2020"	"2020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	41
	"Illinois"	"17"	"2020"	"2020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	29
	"Illinois"	"17"	"2020"	"2020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	39
	"Illinois"	"17"	"2020"	"2020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	35
	"Illinois"	"17"	"2020"	"2020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	31
	"Indiana"	"18"	"2016"	"2016"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	18
	"Indiana"	"18"	"2016"	"2016"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	24
