"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Ethnicity"	"Ethnicity Code"	Deaths
	"Alabama"	"01"	"2007"	"2007"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	28
	"Alabama"	"01"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	18
	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	30
	"Alabama"	"01"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	25
	"Alabama"	"01"	"2008"	"2008"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	18
	"Alabama"	"01"	"2008"	"2008"	"65-69 years"	"65-69"	"Female"	"F"	"Non-Hispanic"	"2186-5"	20
	"Alabama"	"01"	"2008"	"2008"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	18
	"Alabama"	"01"	"2008"	"2008"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	23
	"Alabama"	"01"	"2008"	"2008"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	22
	"Alabama"	"01"	"2008"	"2008"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	36
	"Alabama"	"01"	"2008"	"2008"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	31
	"Alabama"	"01"	"2008"	"2008"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	18
	"Alabama"	"01"	"2008"	"2008"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	24
	"Alabama"	"01"	"2008"	"2008"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	29
	"Alabama"	"01"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	25
	"Alabama"	"01"	"2009"	"2009"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	25
	"Alabama"	"01"	"2009"	"2009"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	22
	"Alabama"	"01"	"2009"	"2009"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	24
	"Alabama"	"01"	"2009"	"2009"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	27
	"Alabama"	"01"	"2009"	"2009"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	24
	"Alabama"	"01"	"2009"	"2009"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	28
	"Alabama"	"01"	"2009"	"2009"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	24
	"Alabama"	"01"	"2009"	"2009"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	33
	"Alabama"	"01"	"2009"	"2009"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	16
	"Alabama"	"01"	"2010"	"2010"	"55-59 years"	"55-59"	"Male"	"M"	"Non-Hispanic"	"2186-5"	16
	"Alabama"	"01"	"2010"	"2010"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	18
	"Alabama"	"01"	"2010"	"2010"	"65-69 years"	"65-69"	"Female"	"F"	"Non-Hispanic"	"2186-5"	17
	"Alabama"	"01"	"2010"	"2010"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	22
	"Alabama"	"01"	"2010"	"2010"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	21
	"Alabama"	"01"	"2010"	"2010"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	25
	"Alabama"	"01"	"2010"	"2010"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	20
	"Alabama"	"01"	"2010"	"2010"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	32
	"Alabama"	"01"	"2010"	"2010"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	19
	"Alabama"	"01"	"2010"	"2010"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	32
	"Alabama"	"01"	"2010"	"2010"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	21
	"Arizona"	"04"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	18
	"Arizona"	"04"	"2006"	"2006"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	37
	"Arizona"	"04"	"2006"	"2006"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	34
	"Arizona"	"04"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	37
	"Arizona"	"04"	"2006"	"2006"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	20
	"Arizona"	"04"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	30
	"Arizona"	"04"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	34
	"Arizona"	"04"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	29
	"Arizona"	"04"	"2007"	"2007"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	16
	"Arizona"	"04"	"2007"	"2007"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	26
	"Arizona"	"04"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	37
	"Arizona"	"04"	"2007"	"2007"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	22
	"Arizona"	"04"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	29
	"Arizona"	"04"	"2007"	"2007"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	36
	"Arizona"	"04"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	33
	"Arizona"	"04"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	33
	"Arizona"	"04"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	30
	"Arizona"	"04"	"2008"	"2008"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	17
	"Arizona"	"04"	"2008"	"2008"	"65-69 years"	"65-69"	"Female"	"F"	"Non-Hispanic"	"2186-5"	19
	"Arizona"	"04"	"2008"	"2008"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	20
	"Arizona"	"04"	"2008"	"2008"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	22
	"Arizona"	"04"	"2008"	"2008"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	29
	"Arizona"	"04"	"2008"	"2008"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	25
	"Arizona"	"04"	"2008"	"2008"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	33
	"Arizona"	"04"	"2008"	"2008"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	38
	"Arizona"	"04"	"2008"	"2008"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	31
	"Arizona"	"04"	"2008"	"2008"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	51
	"Arizona"	"04"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	39
	"Arizona"	"04"	"2009"	"2009"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	22
	"Arizona"	"04"	"2009"	"2009"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	19
	"Arizona"	"04"	"2009"	"2009"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	18
	"Arizona"	"04"	"2009"	"2009"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	25
	"Arizona"	"04"	"2009"	"2009"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	24
	"Arizona"	"04"	"2009"	"2009"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	31
	"Arizona"	"04"	"2009"	"2009"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	30
	"Arizona"	"04"	"2009"	"2009"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	29
	"Arizona"	"04"	"2009"	"2009"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	33
	"Arizona"	"04"	"2009"	"2009"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	38
	"Arizona"	"04"	"2010"	"2010"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	23
	"Arizona"	"04"	"2010"	"2010"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	16
	"Arizona"	"04"	"2010"	"2010"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	34
	"Arizona"	"04"	"2010"	"2010"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	23
	"Arizona"	"04"	"2010"	"2010"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	30
	"Arizona"	"04"	"2010"	"2010"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	19
	"Arizona"	"04"	"2010"	"2010"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	30
	"Arizona"	"04"	"2010"	"2010"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	42
	"Arizona"	"04"	"2010"	"2010"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	36
	"Arkansas"	"05"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	22
	"Arkansas"	"05"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	23
	"Arkansas"	"05"	"2006"	"2006"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	19
	"Arkansas"	"05"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	24
	"Arkansas"	"05"	"2007"	"2007"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	16
	"Arkansas"	"05"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	24
	"Arkansas"	"05"	"2007"	"2007"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	18
	"Arkansas"	"05"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	19
	"Arkansas"	"05"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	26
	"Arkansas"	"05"	"2008"	"2008"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	16
	"Arkansas"	"05"	"2008"	"2008"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	25
	"Arkansas"	"05"	"2008"	"2008"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	24
	"Arkansas"	"05"	"2009"	"2009"	"55-59 years"	"55-59"	"Male"	"M"	"Non-Hispanic"	"2186-5"	16
	"Arkansas"	"05"	"2009"	"2009"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	19
	"Arkansas"	"05"	"2009"	"2009"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	29
	"Arkansas"	"05"	"2009"	"2009"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	19
	"Arkansas"	"05"	"2009"	"2009"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	18
	"Arkansas"	"05"	"2009"	"2009"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	23
	"Arkansas"	"05"	"2009"	"2009"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	20
	"Arkansas"	"05"	"2010"	"2010"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	16
	"Arkansas"	"05"	"2010"	"2010"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	18
	"Arkansas"	"05"	"2010"	"2010"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	17
	"Arkansas"	"05"	"2010"	"2010"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	18
	"Arkansas"	"05"	"2010"	"2010"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	18
	"Arkansas"	"05"	"2010"	"2010"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	16
	"Arkansas"	"05"	"2010"	"2010"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	24
	"Arkansas"	"05"	"2010"	"2010"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	17
	"California"	"06"	"2006"	"2006"	"40-44 years"	"40-44"	"Male"	"M"	"Non-Hispanic"	"2186-5"	19
	"California"	"06"	"2006"	"2006"	"45-49 years"	"45-49"	"Female"	"F"	"Non-Hispanic"	"2186-5"	17
	"California"	"06"	"2006"	"2006"	"45-49 years"	"45-49"	"Male"	"M"	"Non-Hispanic"	"2186-5"	35
	"California"	"06"	"2006"	"2006"	"50-54 years"	"50-54"	"Female"	"F"	"Non-Hispanic"	"2186-5"	25
	"California"	"06"	"2006"	"2006"	"50-54 years"	"50-54"	"Male"	"M"	"Non-Hispanic"	"2186-5"	45
	"California"	"06"	"2006"	"2006"	"55-59 years"	"55-59"	"Female"	"F"	"Non-Hispanic"	"2186-5"	37
	"California"	"06"	"2006"	"2006"	"55-59 years"	"55-59"	"Male"	"M"	"Hispanic"	"2135-2"	25
	"California"	"06"	"2006"	"2006"	"55-59 years"	"55-59"	"Male"	"M"	"Non-Hispanic"	"2186-5"	62
	"California"	"06"	"2006"	"2006"	"60-64 years "	"60-64"	"Female"	"F"	"Non-Hispanic"	"2186-5"	48
	"California"	"06"	"2006"	"2006"	"60-64 years "	"60-64"	"Male"	"M"	"Hispanic"	"2135-2"	21
	"California"	"06"	"2006"	"2006"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	80
	"California"	"06"	"2006"	"2006"	"65-69 years"	"65-69"	"Female"	"F"	"Non-Hispanic"	"2186-5"	54
	"California"	"06"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	"Hispanic"	"2135-2"	18
	"California"	"06"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	99
	"California"	"06"	"2006"	"2006"	"70-74 years"	"70-74"	"Female"	"F"	"Hispanic"	"2135-2"	27
	"California"	"06"	"2006"	"2006"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	81
	"California"	"06"	"2006"	"2006"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	103
	"California"	"06"	"2006"	"2006"	"75-79 years"	"75-79"	"Female"	"F"	"Hispanic"	"2135-2"	21
	"California"	"06"	"2006"	"2006"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	135
	"California"	"06"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	"Hispanic"	"2135-2"	19
	"California"	"06"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	148
	"California"	"06"	"2006"	"2006"	"80-84 years"	"80-84"	"Female"	"F"	"Hispanic"	"2135-2"	29
	"California"	"06"	"2006"	"2006"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	166
	"California"	"06"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	"Hispanic"	"2135-2"	20
	"California"	"06"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	150
	"California"	"06"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"Hispanic"	"2135-2"	20
	"California"	"06"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	215
	"California"	"06"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	156
	"California"	"06"	"2007"	"2007"	"40-44 years"	"40-44"	"Male"	"M"	"Non-Hispanic"	"2186-5"	21
	"California"	"06"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"Non-Hispanic"	"2186-5"	18
	"California"	"06"	"2007"	"2007"	"45-49 years"	"45-49"	"Male"	"M"	"Non-Hispanic"	"2186-5"	41
	"California"	"06"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"Non-Hispanic"	"2186-5"	42
	"California"	"06"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"Non-Hispanic"	"2186-5"	42
	"California"	"06"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Hispanic"	"2135-2"	18
	"California"	"06"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"Non-Hispanic"	"2186-5"	44
	"California"	"06"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"Non-Hispanic"	"2186-5"	71
	"California"	"06"	"2007"	"2007"	"60-64 years "	"60-64"	"Female"	"F"	"Non-Hispanic"	"2186-5"	66
	"California"	"06"	"2007"	"2007"	"60-64 years "	"60-64"	"Male"	"M"	"Hispanic"	"2135-2"	26
	"California"	"06"	"2007"	"2007"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	76
	"California"	"06"	"2007"	"2007"	"65-69 years"	"65-69"	"Female"	"F"	"Non-Hispanic"	"2186-5"	55
	"California"	"06"	"2007"	"2007"	"65-69 years"	"65-69"	"Male"	"M"	"Hispanic"	"2135-2"	23
	"California"	"06"	"2007"	"2007"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	88
	"California"	"06"	"2007"	"2007"	"70-74 years"	"70-74"	"Female"	"F"	"Hispanic"	"2135-2"	24
	"California"	"06"	"2007"	"2007"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	78
	"California"	"06"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	"Hispanic"	"2135-2"	23
	"California"	"06"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	132
	"California"	"06"	"2007"	"2007"	"75-79 years"	"75-79"	"Female"	"F"	"Hispanic"	"2135-2"	21
	"California"	"06"	"2007"	"2007"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	137
	"California"	"06"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	"Hispanic"	"2135-2"	18
	"California"	"06"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	145
	"California"	"06"	"2007"	"2007"	"80-84 years"	"80-84"	"Female"	"F"	"Hispanic"	"2135-2"	24
	"California"	"06"	"2007"	"2007"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	162
	"California"	"06"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	"Hispanic"	"2135-2"	35
	"California"	"06"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	181
	"California"	"06"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	"Hispanic"	"2135-2"	21
	"California"	"06"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	194
	"California"	"06"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	"Hispanic"	"2135-2"	18
	"California"	"06"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	178
	"California"	"06"	"2008"	"2008"	"40-44 years"	"40-44"	"Male"	"M"	"Non-Hispanic"	"2186-5"	17
	"California"	"06"	"2008"	"2008"	"45-49 years"	"45-49"	"Female"	"F"	"Non-Hispanic"	"2186-5"	18
	"California"	"06"	"2008"	"2008"	"45-49 years"	"45-49"	"Male"	"M"	"Non-Hispanic"	"2186-5"	24
	"California"	"06"	"2008"	"2008"	"50-54 years"	"50-54"	"Female"	"F"	"Non-Hispanic"	"2186-5"	29
	"California"	"06"	"2008"	"2008"	"50-54 years"	"50-54"	"Male"	"M"	"Hispanic"	"2135-2"	16
	"California"	"06"	"2008"	"2008"	"50-54 years"	"50-54"	"Male"	"M"	"Non-Hispanic"	"2186-5"	49
	"California"	"06"	"2008"	"2008"	"55-59 years"	"55-59"	"Female"	"F"	"Non-Hispanic"	"2186-5"	40
	"California"	"06"	"2008"	"2008"	"55-59 years"	"55-59"	"Male"	"M"	"Hispanic"	"2135-2"	17
	"California"	"06"	"2008"	"2008"	"55-59 years"	"55-59"	"Male"	"M"	"Non-Hispanic"	"2186-5"	61
	"California"	"06"	"2008"	"2008"	"60-64 years "	"60-64"	"Female"	"F"	"Non-Hispanic"	"2186-5"	43
	"California"	"06"	"2008"	"2008"	"60-64 years "	"60-64"	"Male"	"M"	"Hispanic"	"2135-2"	20
	"California"	"06"	"2008"	"2008"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	91
	"California"	"06"	"2008"	"2008"	"65-69 years"	"65-69"	"Female"	"F"	"Hispanic"	"2135-2"	17
	"California"	"06"	"2008"	"2008"	"65-69 years"	"65-69"	"Female"	"F"	"Non-Hispanic"	"2186-5"	72
	"California"	"06"	"2008"	"2008"	"65-69 years"	"65-69"	"Male"	"M"	"Hispanic"	"2135-2"	19
	"California"	"06"	"2008"	"2008"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	106
	"California"	"06"	"2008"	"2008"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	76
	"California"	"06"	"2008"	"2008"	"70-74 years"	"70-74"	"Male"	"M"	"Hispanic"	"2135-2"	19
	"California"	"06"	"2008"	"2008"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	110
	"California"	"06"	"2008"	"2008"	"75-79 years"	"75-79"	"Female"	"F"	"Hispanic"	"2135-2"	19
	"California"	"06"	"2008"	"2008"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	111
	"California"	"06"	"2008"	"2008"	"75-79 years"	"75-79"	"Male"	"M"	"Hispanic"	"2135-2"	24
	"California"	"06"	"2008"	"2008"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	140
	"California"	"06"	"2008"	"2008"	"80-84 years"	"80-84"	"Female"	"F"	"Hispanic"	"2135-2"	16
	"California"	"06"	"2008"	"2008"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	145
	"California"	"06"	"2008"	"2008"	"80-84 years"	"80-84"	"Male"	"M"	"Hispanic"	"2135-2"	26
	"California"	"06"	"2008"	"2008"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	168
	"California"	"06"	"2008"	"2008"	"85+ years"	"85+"	"Female"	"F"	"Hispanic"	"2135-2"	23
	"California"	"06"	"2008"	"2008"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	201
	"California"	"06"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	"Hispanic"	"2135-2"	19
	"California"	"06"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	166
	"California"	"06"	"2009"	"2009"	"45-49 years"	"45-49"	"Male"	"M"	"Hispanic"	"2135-2"	17
	"California"	"06"	"2009"	"2009"	"45-49 years"	"45-49"	"Male"	"M"	"Non-Hispanic"	"2186-5"	29
	"California"	"06"	"2009"	"2009"	"50-54 years"	"50-54"	"Female"	"F"	"Non-Hispanic"	"2186-5"	28
	"California"	"06"	"2009"	"2009"	"50-54 years"	"50-54"	"Male"	"M"	"Hispanic"	"2135-2"	18
	"California"	"06"	"2009"	"2009"	"50-54 years"	"50-54"	"Male"	"M"	"Non-Hispanic"	"2186-5"	40
