"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Ethnicity"	"Ethnicity Code"	Deaths
	"Alabama"	"01"	"2014"	"2014"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	17
	"Alabama"	"01"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	27
	"Alabama"	"01"	"2014"	"2014"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	19
	"Alabama"	"01"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	27
	"Alabama"	"01"	"2014"	"2014"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	20
	"Alabama"	"01"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	21
	"Alabama"	"01"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	34
	"Alabama"	"01"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	23
	"Alabama"	"01"	"2015"	"2015"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	21
	"Alabama"	"01"	"2015"	"2015"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	21
	"Alabama"	"01"	"2015"	"2015"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	21
	"Alabama"	"01"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	26
	"Alabama"	"01"	"2015"	"2015"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	19
	"Alabama"	"01"	"2015"	"2015"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	23
	"Alabama"	"01"	"2015"	"2015"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	25
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	29
	"Alabama"	"01"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	21
	"Arizona"	"04"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Non-Hispanic"	"2186-5"	16
	"Arizona"	"04"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	19
	"Arizona"	"04"	"2011"	"2011"	"65-69 years"	"65-69"	"Female"	"F"	"Non-Hispanic"	"2186-5"	16
	"Arizona"	"04"	"2011"	"2011"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	25
	"Arizona"	"04"	"2011"	"2011"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	22
	"Arizona"	"04"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	26
	"Arizona"	"04"	"2011"	"2011"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	25
	"Arizona"	"04"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	27
	"Arizona"	"04"	"2011"	"2011"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	23
	"Arizona"	"04"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	35
	"Arizona"	"04"	"2011"	"2011"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	46
	"Arizona"	"04"	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	34
	"Arizona"	"04"	"2012"	"2012"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	18
	"Arizona"	"04"	"2012"	"2012"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	18
	"Arizona"	"04"	"2012"	"2012"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	36
	"Arizona"	"04"	"2012"	"2012"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	27
	"Arizona"	"04"	"2012"	"2012"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	25
	"Arizona"	"04"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	33
	"Arizona"	"04"	"2012"	"2012"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	31
	"Arizona"	"04"	"2012"	"2012"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	39
	"Arizona"	"04"	"2013"	"2013"	"55-59 years"	"55-59"	"Male"	"M"	"Non-Hispanic"	"2186-5"	16
	"Arizona"	"04"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	25
	"Arizona"	"04"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	31
	"Arizona"	"04"	"2013"	"2013"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	21
	"Arizona"	"04"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	33
	"Arizona"	"04"	"2013"	"2013"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	26
	"Arizona"	"04"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	41
	"Arizona"	"04"	"2013"	"2013"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	45
	"Arizona"	"04"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	45
	"Arizona"	"04"	"2014"	"2014"	"65-69 years"	"65-69"	"Female"	"F"	"Non-Hispanic"	"2186-5"	22
	"Arizona"	"04"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	18
	"Arizona"	"04"	"2014"	"2014"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	21
	"Arizona"	"04"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	37
	"Arizona"	"04"	"2014"	"2014"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	20
	"Arizona"	"04"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	33
	"Arizona"	"04"	"2014"	"2014"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	23
	"Arizona"	"04"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	32
	"Arizona"	"04"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	57
	"Arizona"	"04"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	37
	"Arizona"	"04"	"2015"	"2015"	"65-69 years"	"65-69"	"Female"	"F"	"Non-Hispanic"	"2186-5"	20
	"Arizona"	"04"	"2015"	"2015"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	27
	"Arizona"	"04"	"2015"	"2015"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	19
	"Arizona"	"04"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	24
	"Arizona"	"04"	"2015"	"2015"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	34
	"Arizona"	"04"	"2015"	"2015"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	25
	"Arizona"	"04"	"2015"	"2015"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	21
	"Arizona"	"04"	"2015"	"2015"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	42
	"Arizona"	"04"	"2015"	"2015"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	48
	"Arizona"	"04"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	35
	"Arkansas"	"05"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	16
	"Arkansas"	"05"	"2011"	"2011"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	19
	"Arkansas"	"05"	"2011"	"2011"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	17
	"Arkansas"	"05"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	23
	"Arkansas"	"05"	"2011"	"2011"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	18
	"Arkansas"	"05"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	20
	"Arkansas"	"05"	"2011"	"2011"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	20
	"Arkansas"	"05"	"2012"	"2012"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	18
	"Arkansas"	"05"	"2012"	"2012"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	18
	"Arkansas"	"05"	"2012"	"2012"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	21
	"Arkansas"	"05"	"2012"	"2012"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	22
	"Arkansas"	"05"	"2012"	"2012"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	16
	"Arkansas"	"05"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	17
	"Arkansas"	"05"	"2012"	"2012"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	16
	"Arkansas"	"05"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	20
	"Arkansas"	"05"	"2013"	"2013"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	21
	"Arkansas"	"05"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	22
	"Arkansas"	"05"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	17
	"Arkansas"	"05"	"2013"	"2013"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	18
	"Arkansas"	"05"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	17
	"Arkansas"	"05"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	17
	"Arkansas"	"05"	"2014"	"2014"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	17
	"Arkansas"	"05"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	24
	"Arkansas"	"05"	"2014"	"2014"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	16
	"Arkansas"	"05"	"2014"	"2014"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	16
	"Arkansas"	"05"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	23
	"Arkansas"	"05"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	21
	"Arkansas"	"05"	"2015"	"2015"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	16
	"Arkansas"	"05"	"2015"	"2015"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	19
	"Arkansas"	"05"	"2015"	"2015"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	18
	"Arkansas"	"05"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	19
	"California"	"06"	"2011"	"2011"	"40-44 years"	"40-44"	"Male"	"M"	"Non-Hispanic"	"2186-5"	19
	"California"	"06"	"2011"	"2011"	"45-49 years"	"45-49"	"Male"	"M"	"Non-Hispanic"	"2186-5"	27
	"California"	"06"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"Non-Hispanic"	"2186-5"	17
	"California"	"06"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Hispanic"	"2135-2"	18
	"California"	"06"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"Non-Hispanic"	"2186-5"	35
	"California"	"06"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Hispanic"	"2135-2"	18
	"California"	"06"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"Non-Hispanic"	"2186-5"	33
	"California"	"06"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Hispanic"	"2135-2"	16
	"California"	"06"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"Non-Hispanic"	"2186-5"	66
	"California"	"06"	"2011"	"2011"	"60-64 years "	"60-64"	"Female"	"F"	"Hispanic"	"2135-2"	20
	"California"	"06"	"2011"	"2011"	"60-64 years "	"60-64"	"Female"	"F"	"Non-Hispanic"	"2186-5"	71
	"California"	"06"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	"Hispanic"	"2135-2"	32
	"California"	"06"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	100
	"California"	"06"	"2011"	"2011"	"65-69 years"	"65-69"	"Female"	"F"	"Hispanic"	"2135-2"	24
	"California"	"06"	"2011"	"2011"	"65-69 years"	"65-69"	"Female"	"F"	"Non-Hispanic"	"2186-5"	67
	"California"	"06"	"2011"	"2011"	"65-69 years"	"65-69"	"Male"	"M"	"Hispanic"	"2135-2"	28
	"California"	"06"	"2011"	"2011"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	96
	"California"	"06"	"2011"	"2011"	"70-74 years"	"70-74"	"Female"	"F"	"Hispanic"	"2135-2"	16
	"California"	"06"	"2011"	"2011"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	66
	"California"	"06"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	"Hispanic"	"2135-2"	23
	"California"	"06"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	113
	"California"	"06"	"2011"	"2011"	"75-79 years"	"75-79"	"Female"	"F"	"Hispanic"	"2135-2"	29
	"California"	"06"	"2011"	"2011"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	106
	"California"	"06"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	"Hispanic"	"2135-2"	32
	"California"	"06"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	141
	"California"	"06"	"2011"	"2011"	"80-84 years"	"80-84"	"Female"	"F"	"Hispanic"	"2135-2"	33
	"California"	"06"	"2011"	"2011"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	131
	"California"	"06"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	"Hispanic"	"2135-2"	29
	"California"	"06"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	168
	"California"	"06"	"2011"	"2011"	"85+ years"	"85+"	"Female"	"F"	"Hispanic"	"2135-2"	27
	"California"	"06"	"2011"	"2011"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	199
	"California"	"06"	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	"Hispanic"	"2135-2"	20
	"California"	"06"	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	188
	"California"	"06"	"2012"	"2012"	"50-54 years"	"50-54"	"Female"	"F"	"Non-Hispanic"	"2186-5"	21
	"California"	"06"	"2012"	"2012"	"50-54 years"	"50-54"	"Male"	"M"	"Non-Hispanic"	"2186-5"	34
	"California"	"06"	"2012"	"2012"	"55-59 years"	"55-59"	"Female"	"F"	"Non-Hispanic"	"2186-5"	31
	"California"	"06"	"2012"	"2012"	"55-59 years"	"55-59"	"Male"	"M"	"Hispanic"	"2135-2"	16
	"California"	"06"	"2012"	"2012"	"55-59 years"	"55-59"	"Male"	"M"	"Non-Hispanic"	"2186-5"	64
	"California"	"06"	"2012"	"2012"	"60-64 years "	"60-64"	"Female"	"F"	"Hispanic"	"2135-2"	18
	"California"	"06"	"2012"	"2012"	"60-64 years "	"60-64"	"Female"	"F"	"Non-Hispanic"	"2186-5"	58
	"California"	"06"	"2012"	"2012"	"60-64 years "	"60-64"	"Male"	"M"	"Hispanic"	"2135-2"	16
	"California"	"06"	"2012"	"2012"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	74
	"California"	"06"	"2012"	"2012"	"65-69 years"	"65-69"	"Female"	"F"	"Non-Hispanic"	"2186-5"	73
	"California"	"06"	"2012"	"2012"	"65-69 years"	"65-69"	"Male"	"M"	"Hispanic"	"2135-2"	23
	"California"	"06"	"2012"	"2012"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	97
	"California"	"06"	"2012"	"2012"	"70-74 years"	"70-74"	"Female"	"F"	"Hispanic"	"2135-2"	22
	"California"	"06"	"2012"	"2012"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	85
	"California"	"06"	"2012"	"2012"	"70-74 years"	"70-74"	"Male"	"M"	"Hispanic"	"2135-2"	33
	"California"	"06"	"2012"	"2012"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	115
	"California"	"06"	"2012"	"2012"	"75-79 years"	"75-79"	"Female"	"F"	"Hispanic"	"2135-2"	24
	"California"	"06"	"2012"	"2012"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	85
	"California"	"06"	"2012"	"2012"	"75-79 years"	"75-79"	"Male"	"M"	"Hispanic"	"2135-2"	26
	"California"	"06"	"2012"	"2012"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	130
	"California"	"06"	"2012"	"2012"	"80-84 years"	"80-84"	"Female"	"F"	"Hispanic"	"2135-2"	23
	"California"	"06"	"2012"	"2012"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	157
	"California"	"06"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	"Hispanic"	"2135-2"	28
	"California"	"06"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	157
	"California"	"06"	"2012"	"2012"	"85+ years"	"85+"	"Female"	"F"	"Hispanic"	"2135-2"	28
	"California"	"06"	"2012"	"2012"	"85+ years"	"85+"	"Female"	"F"	"Non-Hispanic"	"2186-5"	264
	"California"	"06"	"2012"	"2012"	"85+ years"	"85+"	"Male"	"M"	"Hispanic"	"2135-2"	22
	"California"	"06"	"2012"	"2012"	"85+ years"	"85+"	"Male"	"M"	"Non-Hispanic"	"2186-5"	205
	"California"	"06"	"2013"	"2013"	"45-49 years"	"45-49"	"Male"	"M"	"Non-Hispanic"	"2186-5"	16
	"California"	"06"	"2013"	"2013"	"50-54 years"	"50-54"	"Female"	"F"	"Hispanic"	"2135-2"	18
	"California"	"06"	"2013"	"2013"	"50-54 years"	"50-54"	"Male"	"M"	"Non-Hispanic"	"2186-5"	35
	"California"	"06"	"2013"	"2013"	"55-59 years"	"55-59"	"Female"	"F"	"Hispanic"	"2135-2"	16
	"California"	"06"	"2013"	"2013"	"55-59 years"	"55-59"	"Female"	"F"	"Non-Hispanic"	"2186-5"	35
	"California"	"06"	"2013"	"2013"	"55-59 years"	"55-59"	"Male"	"M"	"Hispanic"	"2135-2"	22
	"California"	"06"	"2013"	"2013"	"55-59 years"	"55-59"	"Male"	"M"	"Non-Hispanic"	"2186-5"	51
	"California"	"06"	"2013"	"2013"	"60-64 years "	"60-64"	"Female"	"F"	"Hispanic"	"2135-2"	22
	"California"	"06"	"2013"	"2013"	"60-64 years "	"60-64"	"Female"	"F"	"Non-Hispanic"	"2186-5"	48
	"California"	"06"	"2013"	"2013"	"60-64 years "	"60-64"	"Male"	"M"	"Hispanic"	"2135-2"	23
	"California"	"06"	"2013"	"2013"	"60-64 years "	"60-64"	"Male"	"M"	"Non-Hispanic"	"2186-5"	105
	"California"	"06"	"2013"	"2013"	"65-69 years"	"65-69"	"Female"	"F"	"Hispanic"	"2135-2"	19
	"California"	"06"	"2013"	"2013"	"65-69 years"	"65-69"	"Female"	"F"	"Non-Hispanic"	"2186-5"	73
	"California"	"06"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	"Hispanic"	"2135-2"	25
	"California"	"06"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	"Non-Hispanic"	"2186-5"	93
	"California"	"06"	"2013"	"2013"	"70-74 years"	"70-74"	"Female"	"F"	"Non-Hispanic"	"2186-5"	77
	"California"	"06"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	"Hispanic"	"2135-2"	31
	"California"	"06"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	"Non-Hispanic"	"2186-5"	120
	"California"	"06"	"2013"	"2013"	"75-79 years"	"75-79"	"Female"	"F"	"Hispanic"	"2135-2"	24
	"California"	"06"	"2013"	"2013"	"75-79 years"	"75-79"	"Female"	"F"	"Non-Hispanic"	"2186-5"	103
	"California"	"06"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	"Hispanic"	"2135-2"	23
	"California"	"06"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	"Non-Hispanic"	"2186-5"	128
	"California"	"06"	"2013"	"2013"	"80-84 years"	"80-84"	"Female"	"F"	"Hispanic"	"2135-2"	22
	"California"	"06"	"2013"	"2013"	"80-84 years"	"80-84"	"Female"	"F"	"Non-Hispanic"	"2186-5"	121
	"California"	"06"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	"Hispanic"	"2135-2"	27
	"California"	"06"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	"Non-Hispanic"	"2186-5"	160
	"California"	"06"	"2013"	"2013"	"85+ years"	"85+"	"Female"	"F"	"Hispanic"	"2135-2"	32
